id,prompt,intent,task_type,reasoning_chain_detected,d1,d2,d3,d4,d5,complexity_score,tier,complexity,original_complexity,research_signals,confidence,low_confidence_flag,task_description,expected_answer,prompting_techniques,prompt_type,phrasing_style,domain,source
aug_v3_task_summarisation_099,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: finance operations, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for finance operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_100,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: finance operations, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for finance operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_101,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: HR workflow, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for HR workflow,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_102,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: HR workflow, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for HR workflow,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_103,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: HR workflow, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for HR workflow,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_104,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: HR workflow, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for HR workflow,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_105,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: HR workflow, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for HR workflow,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_106,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: data governance, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for data governance,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_107,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: data governance, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for data governance,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_108,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: data governance, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for data governance,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_109,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: data governance, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for data governance,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_110,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: data governance, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for data governance,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_111,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: DevOps release, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for DevOps release,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_112,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: DevOps release, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for DevOps release,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_113,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: DevOps release, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for DevOps release,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_114,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: DevOps release, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for DevOps release,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_115,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: DevOps release, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for DevOps release,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_116,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: vendor management, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for vendor management,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_117,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: vendor management, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for vendor management,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_118,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: vendor management, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for vendor management,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_119,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: vendor management, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for vendor management,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_120,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: vendor management, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for vendor management,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_formatting_121,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: cloud infrastructure, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for cloud infrastructure,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_122,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: cloud infrastructure, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for cloud infrastructure,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_123,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: cloud infrastructure, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for cloud infrastructure,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_124,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: cloud infrastructure, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for cloud infrastructure,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_125,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: cloud infrastructure, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for cloud infrastructure,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_126,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: customer support, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for customer support,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_127,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: customer support, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for customer support,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_128,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: customer support, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for customer support,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_129,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: customer support, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for customer support,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_130,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: customer support, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for customer support,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_131,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: security operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for security operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_132,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: security operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for security operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_133,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: security operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for security operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_134,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: security operations, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for security operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_135,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: security operations, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for security operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_136,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: finance operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for finance operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_137,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: finance operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for finance operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_138,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: finance operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for finance operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_139,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: finance operations, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for finance operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_140,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: finance operations, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for finance operations,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_141,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: HR workflow, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for HR workflow,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_142,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: HR workflow, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for HR workflow,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_143,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: HR workflow, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for HR workflow,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_144,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: HR workflow, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for HR workflow,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_145,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: HR workflow, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for HR workflow,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_146,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: data governance, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for data governance,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_147,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: data governance, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for data governance,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_148,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: data governance, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for data governance,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_149,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: data governance, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for data governance,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_150,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: data governance, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for data governance,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_151,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: DevOps release, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for DevOps release,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_152,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: DevOps release, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for DevOps release,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_153,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: DevOps release, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for DevOps release,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_154,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: DevOps release, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for DevOps release,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_155,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: DevOps release, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for DevOps release,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_156,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: vendor management, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for vendor management,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_157,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: vendor management, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for vendor management,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_158,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: vendor management, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for vendor management,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_159,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: vendor management, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for vendor management,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_formatting_160,"Convert these messy implementation notes into a strict YAML runbook with owners, prerequisites, commands, rollback steps, and validation checks. Context: vendor management, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,formatting,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,formatting coverage example for vendor management,,,AUGMENTED_FORMATTING,,,aug_v3
aug_v3_task_sparql_generation_161,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: cloud infrastructure, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for cloud infrastructure,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_162,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: cloud infrastructure, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for cloud infrastructure,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_163,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: cloud infrastructure, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for cloud infrastructure,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_164,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: cloud infrastructure, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for cloud infrastructure,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_165,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: cloud infrastructure, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for cloud infrastructure,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_166,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: customer support, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for customer support,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_167,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: customer support, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for customer support,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_168,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: customer support, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for customer support,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_169,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: customer support, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for customer support,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_170,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: customer support, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for customer support,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_171,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: security operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for security operations,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_172,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: security operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for security operations,,,AUGMENTED_SPARQL,,,aug_v3
aug_v3_task_sparql_generation_173,"Generate SPARQL queries to retrieve applications by owner, linked controls, open risks, and related evidence documents from an enterprise governance ontology. Context: security operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,sparql_generation,True,0.5,1.0,0.75,0.0,0.5,0.575,T2,medium,,[],,False,sparql_generation coverage example for security operations,,,AUGMENTED_SPARQL,,,aug_v3
