prompt,use_case,prompt_complexity,clarity,old_prompt_complexity,complexity_reason,label_source
Implement a columnar in-memory database engine in Python that supports CREATE TABLE INSERT and SELECT with WHERE and GROUP BY clauses using columnar storage for efficient aggregations.,code-generation,high,CLEAR,high,Implementing a columnar in-memory database engine with SQL-like features and efficient aggregations involves complex multi-step design and advanced data structure handling.,openai:gpt-4.1-mini
Implement a container orchestration mini-system in Python that manages Docker containers via the Docker SDK ensures desired replica counts are maintained restarts failed containers and balances them across available hosts.,code-generation,high,PARTIAL,high,"A container orchestration mini-system managing Docker containers with replica management, failure recovery, and load balancing requires complex system design and multiple interacting components.",openai:gpt-4.1-mini
Implement a CQRS Command Query Responsibility Segregation pattern in Python for an order management system with separate command and query models a command bus event publishing and a denormalized read model.,code-generation,high,PARTIAL,high,"Implementing CQRS with command/query separation, event publishing, and denormalized read models involves advanced architectural design and multiple interacting components.",openai:gpt-4.1-mini
Implement a database connection pool in Python from scratch with configurable min/max connections connection validation on checkout automatic recycling of stale connections and overflow handling.,code-generation,high,CLEAR,high,"A database connection pool with configurable parameters, validation, recycling, and overflow handling requires complex resource management and robust implementation.",openai:gpt-4.1-mini
Implement a debounce function in JavaScript that delays invoking a callback until after a specified wait time has passed since the last call.,code-generation,low,CLEAR,mid,Debounce function is a simple utility with straightforward timing logic and minimal complexity.,openai:gpt-4.1-mini
Implement a depth-first search DFS algorithm in Python on a graph represented as an adjacency list.,code-generation,low,CLEAR,mid,Depth-first search on an adjacency list is a basic graph traversal algorithm with simple implementation.,openai:gpt-4.1-mini
Implement a distributed key-value store in Python using consistent hashing for data partitioning across nodes with replication factor support and automatic failover when a node goes down.,code-generation,high,PARTIAL,high,"Distributed key-value store with consistent hashing, replication, and failover involves complex distributed system design and multi-step reasoning.",openai:gpt-4.1-mini
Implement a distributed rate limiter in Python using Redis Lua scripts for atomic sliding window counters that work correctly across multiple API server instances without race conditions.,code-generation,high,CLEAR,high,Distributed rate limiter using Redis Lua scripts for atomic sliding window counters across multiple instances requires advanced concurrency control and distributed system design.,openai:gpt-4.1-mini
Implement a distributed task queue system in Python using Redis as the broker with support for task prioritization retries with exponential backoff and a worker pool that processes tasks concurrently.,code-generation,high,CLEAR,high,"Requires designing a distributed system with concurrency, task prioritization, retries with exponential backoff, and worker pool management, involving multiple interacting components and advanced design.",openai:gpt-4.1-mini
Implement a full-text search engine in Python from scratch with inverted index construction TF-IDF ranking and support for boolean queries across a collection of documents.,code-generation,high,CLEAR,high,"Involves building a full-text search engine from scratch including inverted index, TF-IDF ranking, and boolean query support, requiring complex data structures and algorithms.",openai:gpt-4.1-mini
Implement a graph class in Python with methods for adding nodes/edges BFS traversal and detecting cycles in an undirected graph.,code-generation,mid,CLEAR,mid,Implementing a graph class with basic operations and algorithms like BFS and cycle detection involves moderate algorithmic reasoning and multiple methods but is bounded in scope.,openai:gpt-4.1-mini
Implement a linked list in Python with methods for insertion at head deletion by value and printing all nodes.,code-generation,low,CLEAR,mid,"Basic linked list implementation with simple insertion, deletion, and printing methods is straightforward and involves minimal complexity.",openai:gpt-4.1-mini
Implement a min-heap in Python from scratch with insert and extract-min operations without using the heapq module.,code-generation,mid,CLEAR,mid,Implementing a min-heap with insert and extract-min operations from scratch requires understanding heap properties and careful implementation but is a standard data structure task.,openai:gpt-4.1-mini
Implement a multi-level caching system in Python with L1 in-process dict L2 Redis and L3 database layers automatic cache population on miss TTL-based expiry at each level and cache invalidation on write.,code-generation,high,PARTIAL,high,"Designing a multi-level caching system with multiple layers, automatic population, TTL expiry, and invalidation involves complex system design and multiple interacting components.",openai:gpt-4.1-mini
Implement a multi-tenant SaaS application backend in Python using FastAPI where each tenant has isolated data in separate PostgreSQL schemas with tenant resolution via subdomain and middleware-based schema switching.,code-generation,high,CLEAR,high,"Implementing a multi-tenant SaaS backend with isolated schemas, tenant resolution via subdomain, and middleware schema switching requires advanced backend architecture and multi-tenant design considerations.",openai:gpt-4.1-mini
Implement a peer-to-peer file sharing system in Python where nodes can discover each other via a DHT split files into chunks for parallel download verify integrity with checksums and reassemble them correctly.,code-generation,high,PARTIAL,high,"Building a peer-to-peer file sharing system with DHT-based discovery, chunking, parallel downloads, integrity verification, and reassembly involves complex distributed system design and multiple interacting components.",openai:gpt-4.1-mini
Implement a Python context manager class that tracks and logs all exceptions raised within the with block.,code-generation,mid,CLEAR,mid,Implementing a context manager that tracks and logs exceptions requires understanding Python context management and exception handling but is a bounded task.,openai:gpt-4.1-mini
Implement a Python function that evaluates a mathematical expression given as a string supporting + - * / without using eval.,code-generation,mid,CLEAR,mid,"Implementing a mathematical expression evaluator supporting basic operators without eval requires parsing and evaluation logic, involving moderate algorithmic complexity.",openai:gpt-4.1-mini
Implement a rate limiter in Python that allows at most N function calls per second using a token bucket approach.,code-generation,mid,CLEAR,mid,"Requires implementing a rate limiter with token bucket algorithm, involving moderate concurrency and timing logic.",openai:gpt-4.1-mini
Implement a retry decorator in Python that re-executes a failing function up to N times with exponential backoff.,code-generation,mid,CLEAR,mid,Implementing a retry decorator with exponential backoff involves moderate control flow and timing but is a bounded coding task.,openai:gpt-4.1-mini
Implement a reverse proxy server in Python with SSL termination HTTP/2 support request caching with cache-control header compliance and configurable rewrite rules defined in a YAML file.,code-generation,high,PARTIAL,high,"Implementing a reverse proxy with SSL termination, HTTP/2, caching, and YAML-configured rewrite rules is a complex system-level task with multiple interacting components.",openai:gpt-4.1-mini
Implement a serverless function execution engine in Python that loads function code from a registry executes each invocation in an isolated subprocess with resource limits captures stdout/stderr and returns results via HTTP.,code-generation,high,CLEAR,high,"Building a serverless function execution engine with isolated subprocesses, resource limits, and HTTP result delivery is a complex multi-component system design.",openai:gpt-4.1-mini
Implement a simple CLI argument parser in Python from scratch without using argparse supporting --flag and --key=value syntax.,code-generation,mid,CLEAR,mid,Implementing a CLI argument parser from scratch with support for flags and key=value syntax requires moderate parsing logic and constraint handling.,openai:gpt-4.1-mini
Implement a simple event emitter class in Python with on emit and off methods for managing event listeners.,code-generation,low,CLEAR,mid,"Implementing a simple event emitter class with on, emit, and off methods is a straightforward coding task with minimal complexity.",openai:gpt-4.1-mini
Implement a simple in-memory key-value store in Python that supports set get delete and list-all-keys operations with TTL time to live per key.,code-generation,mid,CLEAR,mid,Implementing an in-memory key-value store with TTL support involves moderate state management and timing logic.,openai:gpt-4.1-mini
Implement a simple LRU cache in Python using an OrderedDict with a fixed capacity and get/put methods.,code-generation,mid,CLEAR,mid,Implementing an LRU cache using OrderedDict with fixed capacity and get/put methods is a moderate complexity data structure task.,openai:gpt-4.1-mini
Implement a simple tokenizer in Python that splits a mathematical expression into numbers operators and parentheses.,code-generation,low,CLEAR,mid,Implementing a simple tokenizer to split mathematical expressions into tokens is a basic parsing task with straightforward logic.,openai:gpt-4.1-mini
Implement a system that handles authentication user data and some kind of content management.,code-generation,high,PARTIAL,high,"Implementing a system handling authentication, user data, and content management is a broad, complex system design with multiple interacting components and unclear scope.",openai:gpt-4.1-mini
Implement a thread-safe counter in Python using the threading module with increment and get methods.,code-generation,mid,CLEAR,mid,"Requires thread-safe implementation with synchronization primitives, moderate complexity in concurrency handling.",openai:gpt-4.1-mini
Implement a trie data structure in Python with insert and search methods for string keys.,code-generation,mid,CLEAR,mid,Implementing a trie data structure with insert and search involves moderate data structure design and algorithmic logic.,openai:gpt-4.1-mini
Implement a write-ahead log WAL in Python for crash recovery where all mutations are first written to an append-only log file and can be replayed to restore state after an unexpected shutdown.,code-generation,high,CLEAR,high,"Implementing a write-ahead log for crash recovery involves system-level design, file I/O, durability guarantees, and replay logic, which is complex.",openai:gpt-4.1-mini
Implement an event sourcing system in Python where all state changes are stored as immutable events with projections to rebuild current state and support for replaying events from a given point in time.,code-generation,high,PARTIAL,high,"Event sourcing system requires complex state management, immutable event storage, projections, and replay capabilities, involving multi-component design and reasoning.",openai:gpt-4.1-mini
Implement binary search in sorted array,text-generation,low,CLEAR,mid,Binary search is a straightforward algorithmic implementation with simple logic and minimal steps.,openai:gpt-4.1-mini
Implement merge sort in Python that sorts a list of integers in ascending order.,code-generation,mid,CLEAR,mid,"Merge sort implementation requires recursive divide-and-conquer logic and correct merging, moderate algorithmic complexity.",openai:gpt-4.1-mini
Implement queue using two stacks,code-generation,mid,CLEAR,low,"Implementing a queue using two stacks requires understanding stack operations and simulating queue behavior, moderate complexity.",openai:gpt-4.1-mini
Implement quicksort in Python and verify it handles duplicate elements empty lists and single-element lists correctly.,code-generation,mid,CLEAR,mid,"Quicksort implementation with handling edge cases requires careful algorithm design and testing, moderate complexity.",openai:gpt-4.1-mini
Implement some kind of distributed system where multiple services communicate and share data.,code-generation,high,PARTIAL,high,Implementing a distributed system with multiple services communicating and sharing data involves complex system design and coordination.,openai:gpt-4.1-mini
Implement something that handles async requests and returns results.,code-generation,high,PARTIAL,mid,"Handling async requests and returning results implies asynchronous programming, concurrency, and possibly complex coordination, which is advanced.",openai:gpt-4.1-mini
Implement stack using two queues,code-generation,mid,CLEAR,low,"Implementing a stack using two queues requires understanding of data structures and simulating one with another, involving multiple operations and careful handling of queue operations.",openai:gpt-4.1-mini
Implement the observer design pattern in Python with Subject and Observer classes and a working notification example.,code-generation,mid,CLEAR,mid,"Implementing the observer design pattern with classes and a working example requires moderate design and coding skills, handling multiple interacting components but is a bounded pattern implementation.",openai:gpt-4.1-mini
"In a city, 60% of residents prefer public transport, 30% prefer private cars, and 10% have no preference. A survey randomly selects 5 residents. Using the binomial distribution, what is the probability that exactly 3 prefer public transport? Show the formula and calculation clearly.",reasoning,mid,CLEAR,mid,Calculating binomial probability with formula and showing calculation involves moderate reasoning and clear explanation of statistical concepts.,openai:gpt-4.1-mini
"In a class of 30 students, 18 play football and 14 play basketball. 6 students play both sports. How many students play neither sport? Use logical set reasoning to explain your answer.",reasoning,mid,CLEAR,low,"Logical set reasoning to find students playing neither sport requires multiple steps of set operations and explanation, moderate complexity.",openai:gpt-4.1-mini
"In a class, 40% of students passed Maths, 50% passed English, and 25% passed both. A student is chosen at random. What is the probability they passed Maths given they passed English? Use the conditional probability formula and explain what the formula measures conceptually.",reasoning,mid,CLEAR,mid,Calculating conditional probability with formula and conceptual explanation requires moderate reasoning and understanding of probability concepts.,openai:gpt-4.1-mini
"In a game, you roll two 6-sided dice. You win $10 if the sum is 7, lose $5 if the sum is 2 or 12, and break even otherwise. What is the expected value of one round? Show the probability of each outcome and the weighted calculation. Would you play this game and why?",reasoning,mid,CLEAR,mid,"Expected value calculation with multiple outcomes, probabilities, and a decision explanation involves several reasoning steps and weighted calculations.",openai:gpt-4.1-mini
"In a round-robin tournament, every team plays every other team exactly once. There are 8 teams. How many total matches are played? If each match takes 2 hours and there are 3 pitches available running simultaneously, what is the minimum number of days needed if each day has 6 hours of play? Reason through both parts.",reasoning,mid,CLEAR,mid,"Multi-step reasoning involving combinatorial calculation, scheduling constraints, and time management requires moderate complexity but is bounded.",openai:gpt-4.1-mini
"In a sequence: 3, 7, 15, 31, 63, what is the next number? Identify the pattern and explain the rule governing the sequence before giving your answer.",reasoning,low,CLEAR,low,Identifying a simple numeric pattern and explaining the rule is straightforward pattern recognition with minimal steps.,openai:gpt-4.1-mini
"In a series of coin flips, what is the probability of getting at least one head in 5 flips? Show why calculating the complement is more efficient than summing individual cases, and verify your answer using both methods.",reasoning,mid,CLEAR,mid,Probability calculation with complement method and verification by summing cases involves multiple reasoning steps and explanation of efficiency.,openai:gpt-4.1-mini
Insert a node into BST,code-generation,low,CLEAR,low,Inserting a node into a BST is a basic coding task with a well-known algorithm and straightforward implementation.,openai:gpt-4.1-mini
Invert a binary tree,code-generation,low,CLEAR,low,"Simple coding task to invert a binary tree, a common straightforward algorithm problem.",openai:gpt-4.1-mini
"John says: if it rains, the ground gets wet. The ground is wet. John concludes it must have rained. Identify whether this is valid deductive reasoning and explain any flaws in the argument.",reasoning,mid,CLEAR,low,"Requires reasoning about logical validity and explaining flaws, involving moderate deductive reasoning.",openai:gpt-4.1-mini
Make a backend that does what modern apps need.,code-generation,high,UNCLEAR,high,Vague request to build a backend for modern apps implies system design and broad scope with many components.,openai:gpt-4.1-mini
Make a system that handles something in real time with some logic.,code-generation,high,UNCLEAR,mid,"Vague system design prompt involving real-time handling and logic, implying complex multi-component design.",openai:gpt-4.1-mini
Make it more professional and send quickly.,text-generation,low,UNCLEAR,low,"Simple text editing task to make text more professional and send quickly, minimal constraints.",openai:gpt-4.1-mini
Make the model better. It's not performing well and we need to fix it.,reasoning,high,UNCLEAR,high,Vague prompt about improving model performance implies complex reasoning and system-level improvements.,openai:gpt-4.1-mini
Maria earns $18 per hour and works 40 hours per week. She receives a 12% pay rise. What is her new hourly rate and her new weekly earnings? Show each calculation step.,reasoning,low,CLEAR,low,"Basic arithmetic calculations with clear steps, straightforward multi-step reasoning.",openai:gpt-4.1-mini
Merge two sorted arrays into a single sorted array,code-generation,low,CLEAR,low,"Standard coding task to merge two sorted arrays, a basic algorithm problem.",openai:gpt-4.1-mini
Merge two sorted linked lists,code-generation,low,CLEAR,low,"Standard coding task to merge two sorted linked lists, straightforward algorithm.",openai:gpt-4.1-mini
Move all zeroes to the end maintaining order,code-generation,low,CLEAR,low,"Simple coding task to move zeroes to the end while maintaining order, basic algorithm.",openai:gpt-4.1-mini
Need something for the team by tomorrow.,text-generation,low,UNCLEAR,low,"The prompt is vague and short, with no specific instructions or constraints, implying a simple or unclear task.",openai:gpt-4.1-mini
Perform inorder traversal of binary tree,code-generation,low,CLEAR,low,Performing inorder traversal of a binary tree is a basic coding task with straightforward implementation.,openai:gpt-4.1-mini
Perform postorder traversal of binary tree,code-generation,low,CLEAR,low,"Performing postorder traversal of a binary tree is a standard, simple coding task.",openai:gpt-4.1-mini
Perform preorder traversal of binary tree,code-generation,low,CLEAR,low,Performing preorder traversal of a binary tree is a basic and direct coding task.,openai:gpt-4.1-mini
Reason through whether this is a good idea or not.,reasoning,mid,UNCLEAR,high,"Reasoning about whether an idea is good or not requires moderate reasoning and judgment, though the prompt is vague.",openai:gpt-4.1-mini
Remove duplicates from sorted array in place and return length,code-generation,mid,CLEAR,low,Removing duplicates from a sorted array in place and returning length requires careful in-place manipulation and boundary handling.,openai:gpt-4.1-mini
Return unique intersection of two arrays,text-generation,mid,CLEAR,mid,"Returning unique intersection of two arrays requires handling duplicates and set operations, a moderate complexity task.",openai:gpt-4.1-mini
Reverse a string in place,code-generation,low,CLEAR,low,Reversing a string in place is a straightforward coding task with minimal complexity.,openai:gpt-4.1-mini
Reverse singly linked list iteratively,code-generation,mid,CLEAR,low,"Reversing a singly linked list iteratively requires understanding pointer manipulation and iterative logic, a moderate complexity task.",openai:gpt-4.1-mini
Search a value in BST,code-generation,low,CLEAR,low,Searching a value in a BST is a basic algorithmic task with straightforward implementation.,openai:gpt-4.1-mini
Something about risk and returns. Figure it out and give the right answer with reasoning.,reasoning,high,UNCLEAR,high,"The prompt requires reasoning about risk and returns with unclear details, implying complex financial analysis and multi-step reasoning to figure out the correct answer.",openai:gpt-4.1-mini
"Something's wrong with our recommendation algorithm — engagement is up but users say they feel worse after using the app. Reason through the possible explanations for why optimising for engagement could decouple from user satisfaction, and propose a framework for redefining what the algorithm should optimise for.",reasoning,high,PARTIAL,high,"The prompt involves diagnosing a complex problem with an algorithm, reasoning about user engagement versus satisfaction, and designing a new optimization framework, requiring multi-step reasoning and system-level design.",openai:gpt-4.1-mini
Suggest improvements for our website homepage.,text-generation,mid,PARTIAL,low,Suggesting improvements for a website homepage involves multiple considerations and moderate reasoning but is a bounded text-generation task without deep technical complexity.,openai:gpt-4.1-mini
Summarize the main causes of World War I in 5 bullet points.,text-generation,low,CLEAR,low,Summarizing main causes of World War I into 5 bullet points is a straightforward factual summarization task with clear instructions.,openai:gpt-4.1-mini
Summarize this and make it shorter.,text-generation,low,UNCLEAR,low,Summarizing and shortening a text is a basic text-generation task with minimal constraints.,openai:gpt-4.1-mini
The numbers don't add up. Use logic to work out what went wrong.,reasoning,high,UNCLEAR,high,"The prompt requires logical reasoning to identify errors in numerical data with unclear context, implying complex multi-step deduction.",openai:gpt-4.1-mini
"There are 3 boxes labelled Apples, Oranges, and Mixed. All three labels are wrong. You can pick one fruit from one box. Which box should you pick from to correctly label all three boxes, and why? Reason through the logic completely.",reasoning,mid,CLEAR,low,"The classic logic puzzle requires complete reasoning through a constrained scenario, involving moderate multi-step logical deduction.",openai:gpt-4.1-mini
"Three boxes weigh 5 kg, 8 kg, and 11 kg. You can carry at most 15 kg at a time. What is the minimum number of trips needed to move all three boxes? Reason through the combinations.",reasoning,mid,CLEAR,low,"The prompt requires reasoning about weight combinations and constraints to minimize trips, involving moderate combinatorial reasoning.",openai:gpt-4.1-mini
"Three friends A, B, and C can complete a task in 10, 15, and 20 days respectively working alone. They start together but A leaves after 3 days and B leaves 2 days after that. How many more days does C need to finish the task alone? Show work completed at each stage.",reasoning,mid,CLEAR,mid,"The prompt involves multi-step calculation of work done over time by multiple agents with staggered participation, requiring moderate reasoning and arithmetic.",openai:gpt-4.1-mini
Three friends split a restaurant bill equally. The bill is $87 before tip. They leave a 15% tip. What does each person pay in total? Show your reasoning at each stage.,reasoning,low,CLEAR,low,Calculating equal bill splits with tip is a straightforward arithmetic reasoning task with clear steps.,openai:gpt-4.1-mini
"Three investors put money into a startup in the ratio 2:3:5. The startup is sold for $480,000. After repaying a $30,000 loan taken equally from all three investors, the remaining profit is split according to the original investment ratio. How much does each investor receive? Show each stage of reasoning.",reasoning,mid,CLEAR,mid,"Requires multiple steps of arithmetic reasoning and proportional distribution with loan repayment, but straightforward calculations.",openai:gpt-4.1-mini
Tom is older than Sarah. Sarah is older than Mike. Mike is 14 years old. Tom is twice Sarah's age. Sarah is 18. Is the statement that Tom is the oldest person correct? Explain your reasoning.,reasoning,low,CLEAR,low,Simple logical comparison and age verification with direct reasoning.,openai:gpt-4.1-mini
Two candles are each 30 cm tall. Candle A burns at 3 cm per hour. Candle B burns at 5 cm per hour. After how many hours will Candle B be exactly half the height of Candle A? Show your reasoning.,reasoning,mid,CLEAR,low,"Involves setting up and solving an equation based on rates and heights, requiring multi-step reasoning.",openai:gpt-4.1-mini
Two pipes fill a cistern. Pipe X fills 1/4 of the cistern per hour and Pipe Y fills 1/6 per hour. They are opened together but Pipe X is closed after 2 hours. How much longer does Pipe Y take to finish filling the cistern? Show the fraction of work done at each stage.,reasoning,mid,CLEAR,mid,Requires fraction work and multi-stage calculation with pipe filling rates and timing.,openai:gpt-4.1-mini
"Two taps fill a bath. Tap A alone takes 12 minutes. Tap B alone takes 18 minutes. The drain empties a full bath in 30 minutes. If both taps are open and the drain is open, how long does it take to fill the bath from empty? Show the net rate as a fraction and convert to minutes.",reasoning,mid,CLEAR,mid,"Involves combining rates of filling and draining, calculating net rate and time, requiring multiple steps.",openai:gpt-4.1-mini
Validate parentheses string using stack,code-generation,mid,CLEAR,low,"Coding task requiring implementation of stack-based validation, a standard but complete algorithm.",openai:gpt-4.1-mini
We have two competing architectural approaches for migrating our monolith: strangler fig pattern over 18 months vs a big-bang rewrite in 9 months. The team is split. Reason through the technical and organisational trade-offs rigorously and give a recommendation. Be explicit about what information would change your answer.,reasoning,high,CLEAR,high,Complex multi-factor tradeoff analysis involving technical and organizational considerations and conditional reasoning.,openai:gpt-4.1-mini
"We're seeing declining user retention after week 3 of our mobile app. Could be onboarding, could be product-market fit, could be notifications. Reason through a diagnostic framework to identify the most likely cause given typical patterns in consumer apps, and outline what data would confirm each hypothesis.",reasoning,high,CLEAR,high,"Requires diagnostic framework design, reasoning about multiple hypotheses, and data-driven validation approach.",openai:gpt-4.1-mini
What is the capital of France?,text-generation,low,CLEAR,low,Direct factual question with straightforward answer.,openai:gpt-4.1-mini
Write a backend for a social platform that supports posts users and some form of interactions.,code-generation,high,PARTIAL,high,System-level design and implementation of backend for social platform with multiple interacting components and features.,openai:gpt-4.1-mini
Write a data processing function that handles some edge cases and transforms the input.,code-generation,mid,PARTIAL,mid,"Requires writing a data processing function that handles edge cases and transforms input, involving moderate reasoning and some constraint handling.",openai:gpt-4.1-mini
Write a description of a busy market including sounds and activities,text-generation,low,CLEAR,low,Simple descriptive writing prompt with minimal constraints.,openai:gpt-4.1-mini
Write a description of a festival celebration in your area,text-generation,low,CLEAR,low,Simple descriptive writing prompt with minimal constraints.,openai:gpt-4.1-mini
Write a description of a peaceful park including surroundings and activities,text-generation,low,CLEAR,low,Simple descriptive writing prompt with minimal constraints.,openai:gpt-4.1-mini
Write a description of a rainy day including how it feels and looks,text-generation,low,CLEAR,low,Simple descriptive writing prompt with minimal constraints.,openai:gpt-4.1-mini
Write a detailed email explaining a delay in project delivery and include a revised timeline,text-generation,mid,CLEAR,mid,Writing a detailed email with explanation and revised timeline involves multiple instructions and moderate complexity.,openai:gpt-4.1-mini
Write a detailed explanation of how inconsistencies in multi-source data systems can be detected and resolved,text-generation,mid,CLEAR,high,Detailed explanation of detecting and resolving inconsistencies in multi-source data systems requires moderate reasoning and technical detail.,openai:gpt-4.1-mini
Write a detailed technical report explaining how cascading failures propagate in distributed systems with step-by-step scenarios and mitigation strategies,text-generation,high,CLEAR,high,Detailed technical report on cascading failures in distributed systems with step-by-step scenarios and mitigation strategies requires complex multi-step reasoning and advanced technical design.,openai:gpt-4.1-mini
Write a formal analysis showing how minor design flaws escalate into large-scale system failures,text-generation,high,CLEAR,high,Formal analysis of how minor design flaws escalate into large-scale system failures involves complex reasoning and system-level understanding.,openai:gpt-4.1-mini
Write a formal report evaluating how feedback loops influence long-term system stability under varying conditions,text-generation,high,PARTIAL,high,Formal report evaluating feedback loops' influence on long-term system stability under varying conditions requires complex reasoning and broad solution scope.,openai:gpt-4.1-mini
Write a function to process a file and extract some useful information from it.,code-generation,mid,PARTIAL,mid,"Requires writing a function to process a file and extract useful information, which involves multiple steps including file handling and data extraction logic.",openai:gpt-4.1-mini
Write a guide about studying,text-generation,mid,PARTIAL,mid,"Writing a guide about studying involves organizing information and possibly multiple instructions, requiring moderate reasoning.",openai:gpt-4.1-mini
Write a guide for interview,text-generation,mid,PARTIAL,mid,"Writing a guide for interview requires structuring advice and steps, involving moderate reasoning and organization.",openai:gpt-4.1-mini
Write a guide on improving focus while studying with steps,text-generation,mid,CLEAR,mid,Writing a guide on improving focus with steps requires clear stepwise instructions and moderate complexity in content organization.,openai:gpt-4.1-mini
Write a guide on studying better,text-generation,mid,PARTIAL,mid,Writing a guide on studying better involves multiple instructions and moderate reasoning to organize helpful advice.,openai:gpt-4.1-mini
Write a JavaScript async function that fetches data from a public REST API and returns only records matching a given filter condition.,code-generation,mid,PARTIAL,mid,"Writing an async JavaScript function to fetch and filter data from a REST API requires handling asynchronous code and filtering logic, a moderate complexity task.",openai:gpt-4.1-mini
Write a JavaScript class that implements a simple publish-subscribe pattern with subscribe unsubscribe and publish methods.,code-generation,mid,CLEAR,mid,"Implementing a JavaScript class for publish-subscribe pattern with subscribe, unsubscribe, and publish methods requires understanding of event handling and class design, a moderate complexity task.",openai:gpt-4.1-mini
Write a message about a plan,text-generation,low,PARTIAL,low,Writing a message about a plan is a simple writing task with minimal constraints.,openai:gpt-4.1-mini
Write a message about feedback,text-generation,low,PARTIAL,mid,Writing a message about feedback is a straightforward writing prompt with minimal complexity.,openai:gpt-4.1-mini
Write a message about something happening,text-generation,low,PARTIAL,low,Writing a message about something happening is a basic writing task with minimal constraints.,openai:gpt-4.1-mini
Write a message asking for feedback,text-generation,low,PARTIAL,mid,"Simple writing task with a direct instruction to write a message asking for feedback, minimal constraints.",openai:gpt-4.1-mini
Write a message inviting someone somewhere,text-generation,low,PARTIAL,low,"Simple writing task to write an invitation message, no complex constraints or reasoning.",openai:gpt-4.1-mini
Write a message inviting someone to a casual lunch this weekend,text-generation,low,PARTIAL,low,"Simple writing task with a slight detail (casual lunch this weekend), still straightforward message generation.",openai:gpt-4.1-mini
Write a message inviting someone to hang out,text-generation,low,PARTIAL,low,"Simple writing task to write a casual invitation message, minimal complexity.",openai:gpt-4.1-mini
Write a message wishing someone good luck for something,text-generation,low,PARTIAL,low,"Simple writing task to write a good luck message, straightforward and direct.",openai:gpt-4.1-mini
Write a message wishing someone well,text-generation,low,PARTIAL,low,"Simple writing task to write a well-wishing message, minimal complexity.",openai:gpt-4.1-mini
Write a paragraph about a teacher you like,text-generation,low,PARTIAL,low,"Simple writing task to write a paragraph about a teacher, no complex constraints or reasoning.",openai:gpt-4.1-mini
Write a paragraph about something good,text-generation,low,UNCLEAR,low,"Simple writing task to write a paragraph about something good, despite unclear clarity, the task is straightforward.",openai:gpt-4.1-mini
Write a paragraph about something nice,text-generation,low,PARTIAL,low,"Simple writing task to write a paragraph about something nice, straightforward with minimal constraints.",openai:gpt-4.1-mini
Write a paragraph about your daily routine from morning to evening,text-generation,low,CLEAR,low,"Simple writing task to write a paragraph about daily routine, direct and clear with no complex constraints.",openai:gpt-4.1-mini
Write a paragraph describing your favorite festival and how it is celebrated,text-generation,low,CLEAR,low,Simple writing task with a single straightforward instruction to describe a favorite festival and its celebration.,openai:gpt-4.1-mini
Write a paragraph describing your favorite food,text-generation,low,PARTIAL,low,Basic writing prompt asking for a paragraph describing a favorite food with no additional constraints.,openai:gpt-4.1-mini
Write a paragraph describing your favorite hobby and why you enjoy it,text-generation,low,CLEAR,low,Simple descriptive writing prompt with a single instruction to describe a hobby and reasons for enjoyment.,openai:gpt-4.1-mini
Write a paragraph describing your school environment and activities,text-generation,low,CLEAR,low,Straightforward descriptive writing about school environment and activities with no complex constraints.,openai:gpt-4.1-mini
Write a paragraph explaining how habits affect success,text-generation,low,CLEAR,mid,Basic explanatory paragraph about habits and success with no complex reasoning or multiple steps.,openai:gpt-4.1-mini
Write a paragraph explaining stress and its management techniques,text-generation,low,CLEAR,mid,"Simple explanation prompt about stress and management techniques, requiring basic factual description.",openai:gpt-4.1-mini
Write a paragraph explaining the impact of social media on students with examples,text-generation,mid,CLEAR,mid,"Requires explanation of social media impact with examples, involving multiple elements and moderate reasoning.",openai:gpt-4.1-mini
Write a paragraph explaining why drinking water is important for health,text-generation,low,CLEAR,low,"Basic explanation of importance of drinking water, straightforward factual content.",openai:gpt-4.1-mini
Write a paragraph explaining why education matters with at least two reasons,text-generation,mid,CLEAR,low,"Explanatory paragraph requiring at least two reasons, involving multiple points and moderate complexity.",openai:gpt-4.1-mini
Write a paragraph explaining why sleep is important for students with two examples,text-generation,mid,CLEAR,low,"Explanation with two examples about importance of sleep, requiring multiple supporting details and moderate reasoning.",openai:gpt-4.1-mini
Write a paragraph explaining why teamwork helps achieve goals with examples,text-generation,low,CLEAR,low,"Simple writing task to explain a concept with examples, straightforward and direct.",openai:gpt-4.1-mini
Write a professional message requesting feedback on a completed assignment,text-generation,low,CLEAR,mid,Basic writing prompt to compose a professional message with a single clear instruction.,openai:gpt-4.1-mini
Write a Python async function using asyncio that fetches multiple URLs concurrently and returns their response lengths.,code-generation,mid,CLEAR,mid,"Requires async programming with concurrency and returning specific data, moderate complexity.",openai:gpt-4.1-mini
Write a Python class that implements a binary search tree with insert search and in-order traversal methods.,code-generation,mid,CLEAR,mid,Implementing a binary search tree class with multiple methods involves moderate coding and data structure knowledge.,openai:gpt-4.1-mini
Write a Python class to implement a stack data structure with push pop peek and is_empty methods.,code-generation,low,CLEAR,mid,Implementing a stack class with basic methods is a straightforward coding task.,openai:gpt-4.1-mini
Write a Python decorator that logs the execution time of any function it wraps.,code-generation,mid,CLEAR,mid,"Writing a decorator to log execution time requires understanding of decorators and timing, moderate complexity.",openai:gpt-4.1-mini
Write a Python function that compresses a string using run-length encoding and decompresses it back to the original.,code-generation,mid,CLEAR,mid,Implementing run-length encoding and decoding involves moderate algorithmic logic and correctness.,openai:gpt-4.1-mini
